movieCd,movieNm,moviePartNm,peopleCd,peopleNm,sex
20184621,엑시트,제작,10019069,류승완,남자
20177539,사바하,제작,10019069,류승완,남자
20161481,군함도,감독,10019069,류승완,남자
20161481,군함도,시나리오(각본),10019069,류승완,남자
20161481,군함도,기획,10019069,류승완,남자
20177063,군함도 감독판,감독,10019069,류승완,남자
20148048,베테랑,감독,10019069,류승완,남자
20148048,베테랑,시나리오(각본),10019069,류승완,남자
20124083,베를린,감독,10019069,류승완,남자
20124083,베를린,시나리오(각본),10019069,류승완,남자
20124083,베를린,기획,10019069,류승완,남자
20102415,평양성,배우,10019069,류승완,남자
20100213,부당거래,감독,10019069,류승완,남자
20100213,부당거래,각색,10019069,류승완,남자
20100213,부당거래,제작,10019069,류승완,남자
20100305,해결사,제작,10019069,류승완,남자
20100305,해결사,시나리오(각본),10019069,류승완,남자
20080833,다찌마와리,감독,10019069,류승완,남자
20080833,다찌마와리,배우,10019069,류승완,남자
20080833,다찌마와리,시나리오(각본),10019069,류승완,남자
20080912,"감독들, 김기영을 말하다",배우,10019069,류승완,남자
20060134,짝패,감독,10019069,류승완,남자
20060134,짝패,배우,10019069,류승완,남자
20060134,짝패,시나리오(각본),10019069,류승완,남자
20060134,짝패,제작,10019069,류승완,남자
20050049,주먹이 운다(Crying Fist),감독,10019069,류승완,남자
20050049,주먹이 운다(Crying Fist),시나리오(각본),10019069,류승완,남자
20040488,아라한 장풍대작전,감독,10019069,류승완,남자
20040488,아라한 장풍대작전,시나리오(각본),10019069,류승완,남자
20020226,오아시스,배우,10019069,류승완,남자
20020083,피도 눈물도 없이,감독,10019069,류승완,남자
20020083,피도 눈물도 없이,시나리오(각본),10019069,류승완,남자
20000006,죽거나 혹은 나쁘거나,감독,10019069,류승완,남자
20000006,죽거나 혹은 나쁘거나,배우,10019069,류승완,남자
20000006,죽거나 혹은 나쁘거나,시나리오(각본),10019069,류승완,남자
20151249,타임리스,감독,10019069,류승완,남자
20061251,남자니까 아시잖아요?,감독,10019069,류승완,남자
20151252,다찌마와리,감독,10019069,류승완,남자
20147235,현대인,감독,10019069,류승완,남자
20147235,현대인,배우,10019069,류승완,남자
19998458,패싸움,감독,10019069,류승완,남자
20120722,남자니까 아시잖아요?,감독,10019069,류승완,남자
20120722,남자니까 아시잖아요?,시나리오(각본),10019069,류승완,남자
20162543,4월 단편 상상극장-박정민 헤는 밤,감독,10019069,류승완,남자
20148534,신촌좀비만화,감독,10019069,류승완,남자
20151250,제14회 미쟝센 단편 영화제 류승완 단편 특별전2,감독,10019069,류승완,남자
20050356,다섯 개의 시선,감독,10019069,류승완,남자
20149056,유령,감독,10019069,류승완,남자
20174652,도청(가제),시나리오(각본),20128927,이기철,남자
20148851,암살,시나리오(각본),20128927,이기철,남자
20124034,도둑들,시나리오(각본),20128927,이기철,남자
20060809,가위,감독,20128927,이기철,남자
20126910,난시청지역,감독,20128927,이기철,남자
20174652,도청(가제),감독,10072187,최동훈,남자
20174652,도청(가제),시나리오(각본),10072187,최동훈,남자
20148851,암살,감독,10072187,최동훈,남자
20148851,암살,시나리오(각본),10072187,최동훈,남자
20148851,암살,제작,10072187,최동훈,남자
20124034,도둑들,감독,10072187,최동훈,남자
20124034,도둑들,시나리오(각본),10072187,최동훈,남자
20090077,전우치,감독,10072187,최동훈,남자
20090077,전우치,시나리오(각본),10072187,최동훈,남자
20060370,중천,각색,10072187,최동훈,남자
20060277,타짜,감독,10072187,최동훈,남자
20060277,타짜,각색,10072187,최동훈,남자
20050283,"소년, 천국에 가다",시나리오(각본),10072187,최동훈,남자
20050007,그때 그 사람들,배우,10072187,최동훈,남자
20040487,범죄의 재구성,감독,10072187,최동훈,남자
20040487,범죄의 재구성,시나리오(각본),10072187,최동훈,남자
20000037,눈물,조감독,10072187,최동훈,남자
20126753,간결한 여행,감독,10072187,최동훈,남자
20126966,스미스씨 브라질에 가다,감독,10072187,최동훈,남자
20180939,남산의 부장들,감독,20111283,우민호,남자
20180939,남산의 부장들,시나리오(각본),20111283,우민호,남자
20168773,마약왕,감독,20111283,우민호,남자
20168773,마약왕,시나리오(각본),20111283,우민호,남자
20168773,마약왕,제작,20111283,우민호,남자
20150025,내부자들: 디 오리지널,감독,20111283,우민호,남자
20149314,내부자들,감독,20111283,우민호,남자
20149314,내부자들,시나리오(각본),20111283,우민호,남자
20124400,간첩,감독,20111283,우민호,남자
20124400,간첩,시나리오(각본),20111283,우민호,남자
20100353,파괴된 사나이,감독,20111283,우민호,남자
20100353,파괴된 사나이,시나리오(각본),20111283,우민호,남자
20060876,누가 예수를 죽였는가?,감독,20111283,우민호,남자
20060876,누가 예수를 죽였는가?,시나리오(각본),20111283,우민호,남자
20177539,사바하,감독,10060462,장재현,남자
20177539,사바하,시나리오(각본),10060462,장재현,남자
20161923,시간위의 집,시나리오(각본),10060462,장재현,남자
20145503,검은 사제들,감독,10060462,장재현,남자
20145503,검은 사제들,시나리오(각본),10060462,장재현,남자
20124079,"광해, 왕이 된 남자",배우,10060462,장재현,남자
20124079,"광해, 왕이 된 남자",연출팀,10060462,장재현,남자
20110906,특수본,연출팀,10060462,장재현,남자
20100566,바다,연출팀,10060462,장재현,남자
20100566,바다,스크립터,10060462,장재현,남자
20148592,12번째 보조사제,감독,10060462,장재현,남자
20119450,버스,감독,10060462,장재현,남자
20111918,인도에서 온 말리,감독,10060462,장재현,남자
20162742,어둑시니: 두려움을 먹는 자,감독,10060462,장재현,남자
20168624,오오단편극장 - 이학주 배우전,감독,10060462,장재현,남자
20150393,1월 단편 상상극장-해피 뉴 스타,감독,10060462,장재현,남자
20151056,제14회 미쟝센 단편영화제 전년도 수상작1,감독,10060462,장재현,남자
20149358,제13회 미쟝센 단편영화제 심야의 절대구타 360,감독,10060462,장재현,남자
20149329,제13회 미쟝센 단편영화제 절대악몽1,감독,10060462,장재현,남자
20182490,나랏말싸미,감독,10067370,조철현,남자
20182490,나랏말싸미,시나리오(각본),10067370,조철현,남자
20068576,그날의 분위기,기획,10067370,조철현,남자
20148846,사도,시나리오(각본),10067370,조철현,남자
20102415,평양성,배우,10067370,조철현,남자
20102415,평양성,시나리오(각본),10067370,조철현,남자
20102415,평양성,기획,10067370,조철현,남자
20102415,평양성,제작,10067370,조철현,남자
20101012,페스티발,제작,10067370,조철현,남자
20100213,부당거래,배우,10067370,조철현,남자
20090931,구르믈 버서난 달처럼,시나리오(각본),10067370,조철현,남자
20090931,구르믈 버서난 달처럼,제작,10067370,조철현,남자
20090931,구르믈 버서난 달처럼,기획,10067370,조철현,남자
20090434,불신지옥,투자,10067370,조철현,남자
20081395,아내가 결혼했다,제작,10067370,조철현,남자
20080764,님은 먼 곳에,제작,10067370,조철현,남자
20070380,즐거운 인생,제작,10067370,조철현,남자
20070110,날아라 허동구,제작,10067370,조철현,남자
20070110,날아라 허동구,기획,10067370,조철현,남자
20040595,"달마야, 서울 가자",제작,10067370,조철현,남자
20030154,황산벌,배우,10067370,조철현,남자
20030154,황산벌,시나리오(각본),10067370,조철현,남자
20030154,황산벌,기획,10067370,조철현,남자
20030154,황산벌,제작,10067370,조철현,남자
20010010,달마야 놀자,기획,10067370,조철현,남자
20000016,아나키스트,투자,10067370,조철현,남자
19990076,간첩 리철진,기획,10067370,조철현,남자
20182490,나랏말싸미,제작,20111297,오승현,남자
20165562,소녀의 세계,제작,20111297,오승현,남자
20165562,소녀의 세계,기획,20111297,오승현,남자
20166301,썬키스 패밀리,제작,20111297,오승현,남자
20165748,꾼,제작,20111297,오승현,남자
20148846,사도,제작,20111297,오승현,남자
20148846,사도,시나리오(각본),20111297,오승현,남자
20130706,미스체인지,프로듀서,20111297,오승현,남자
20130706,미스체인지,제작,20111297,오승현,남자
20130706,미스체인지,기획,20111297,오승현,남자
20102415,평양성,배우,20111297,오승현,남자
20102415,평양성,제작,20111297,오승현,남자
20102415,평양성,시나리오(각본),20111297,오승현,남자
20102415,평양성,프로듀서,20111297,오승현,남자
20100213,부당거래,배우,20111297,오승현,남자
20090931,구르믈 버서난 달처럼,프로듀서,20111297,오승현,남자
20090931,구르믈 버서난 달처럼,시나리오(각본),20111297,오승현,남자
20080764,님은 먼 곳에,배우,20111297,오승현,남자
20080764,님은 먼 곳에,프로듀서,20111297,오승현,남자
20070110,날아라 허동구,프로듀서,20111297,오승현,남자
20040595,"달마야, 서울 가자",프로듀서,20111297,오승현,남자
20030154,황산벌,프로듀서,20111297,오승현,남자
20010010,달마야 놀자,프로듀서,20111297,오승현,남자
20000034,공포택시,조감독,20111297,오승현,남자
20000016,아나키스트,조감독,20111297,오승현,남자
20182490,나랏말싸미,시나리오(각본),20188854,이송원,남자
20148846,사도,시나리오(각본),20188854,이송원,남자
20198482,드림(가제),감독,20125862,이병헌,남자
20182530,극한직업,감독,20125862,이병헌,남자
20177005,레슬러,각색,20125862,이병헌,남자
20153447,바람 바람 바람,감독,20125862,이병헌,남자
20153447,바람 바람 바람,각색,20125862,이병헌,남자
20148845,스물,감독,20125862,이병헌,남자
20148845,스물,시나리오(각본),20125862,이병헌,남자
20142407,오늘의 연애,시나리오(각본),20125862,이병헌,남자
20134804,타짜-신의 손,각색,20125862,이병헌,남자
20122123,"힘내세요, 병헌씨",감독,20125862,이병헌,남자
20122123,"힘내세요, 병헌씨",배우,20125862,이병헌,남자
20122123,"힘내세요, 병헌씨",시나리오(각본),20125862,이병헌,남자
20122123,"힘내세요, 병헌씨",제작,20125862,이병헌,남자
20113636,네버엔딩 스토리,시나리오(각본),20125862,이병헌,남자
20110193,써니,스크립터,20125862,이병헌,남자
20110193,써니,각색,20125862,이병헌,남자
20081672,과속스캔들,각색,20125862,이병헌,남자
20128616,냄새는 난다,감독,20125862,이병헌,남자
20136068,히말라야,시나리오(각본),20185670,수오,남자
20124086,스파이,각색,20185670,수오,남자
20136068,히말라야,시나리오(각본),20169283,민지은,여자
20124086,스파이,각색,20169283,민지은,여자
20182935,출국,시나리오(각본),20160659,김수진,여자
20149570,조선명탐정 : 사라진 놉의 딸,시나리오(각본),20160659,김수진,여자
20148627,누구에게나 찬란한,시나리오(각본),20160659,김수진,여자
20072686,모던보이,스토리,20160659,김수진,여자
20060396,올드미스다이어리,시나리오(각본),20160659,김수진,여자
20179205,조선명탐정: 흡혈괴마의 비밀,시나리오(각본),20111761,이남규,남자
20149570,조선명탐정 : 사라진 놉의 딸,시나리오(각본),20111761,이남규,남자
20102414,조선명탐정 : 각시투구꽃의 비밀,시나리오(각본),20111761,이남규,남자
20148855,극비수사,시나리오(각본),20222516,한대덕,남자
20193601,장사리 : 잊혀진 영웅들,감독,10001931,곽경택,남자
20179189,암수살인,시나리오(각본),10001931,곽경택,남자
20179189,암수살인,제작,10001931,곽경택,남자
20154907,희생부활자,감독,10001931,곽경택,남자
20154907,희생부활자,시나리오(각본),10001931,곽경택,남자
20148855,극비수사,감독,10001931,곽경택,남자
20148855,극비수사,시나리오(각본),10001931,곽경택,남자
20137044,친구 2,감독,10001931,곽경택,남자
20137044,친구 2,시나리오(각본),10001931,곽경택,남자
20124046,미운오리새끼,감독,10001931,곽경택,남자
20124046,미운오리새끼,시나리오(각본),10001931,곽경택,남자
20124046,미운오리새끼,기획,10001931,곽경택,남자
20110303,통증,감독,10001931,곽경택,남자
20110494,굿바이 보이,제작,10001931,곽경택,남자
20090336,킹콩을 들다,기획,10001931,곽경택,남자
20080968,눈에는 눈 이에는 이,감독,10001931,곽경택,남자
20080968,눈에는 눈 이에는 이,각색,10001931,곽경택,남자
20070441,사랑,감독,10001931,곽경택,남자
20070441,사랑,시나리오(각본),10001931,곽경택,남자
20050326,태풍,감독,10001931,곽경택,남자
20050326,태풍,시나리오(각본),10001931,곽경택,남자
20030091,똥개,감독,10001931,곽경택,남자
20030091,똥개,시나리오(각본),10001931,곽경택,남자
20020191,챔피언,감독,10001931,곽경택,남자
20020191,챔피언,시나리오(각본),10001931,곽경택,남자
20010040,친구,감독,10001931,곽경택,남자
20010040,친구,시나리오(각본),10001931,곽경택,남자
19980004,닥터 K,감독,10001931,곽경택,남자
19980004,닥터 K,시나리오(각본),10001931,곽경택,남자
19970059,억수탕(3pm Paradise),감독,10001931,곽경택,남자
19970059,억수탕(3pm Paradise),시나리오(각본),10001931,곽경택,남자
20181988,기억을 만나다,프로듀서,10001931,곽경택,남자
20149569,악의 연대기,감독,10030346,백운학,남자
20149569,악의 연대기,시나리오(각본),10030346,백운학,남자
20030073,튜브,감독,10030346,백운학,남자
20030073,튜브,시나리오(각본),10030346,백운학,남자
19990084,쉬리,각색,10030346,백운학,남자
20156557,탐정 : 더 비기닝,시나리오(각본),20110688,황혜순,여자
20101221,쩨쩨한 로맨스,스토리,20110688,황혜순,여자
20156557,탐정 : 더 비기닝,감독,10005643,김정훈,남자
20156557,탐정 : 더 비기닝,시나리오(각본),10005643,김정훈,남자
20101221,쩨쩨한 로맨스,감독,10005643,김정훈,남자
20101221,쩨쩨한 로맨스,시나리오(각본),10005643,김정훈,남자
20060728,어깨동무 ,감독,10005643,김정훈,남자
20060728,어깨동무 ,편집,10005643,김정훈,남자
20157464,더 폰,감독,20128476,김봉주,남자
20157464,더 폰,시나리오(각본),20128476,김봉주,남자
20124051,시체가 돌아왔다,조감독,20128476,김봉주,남자
20101222,황해,배우,20128476,김봉주,남자
20101222,황해,연출팀,20128476,김봉주,남자
20090297,거북이 달린다,연출팀,20128476,김봉주,남자
20081001,신기전,연출팀,20128476,김봉주,남자
20050008,B형 남자친구,제작팀,20128476,김봉주,남자
20113284,"할머니, 나이스 샷!!",감독,20128476,김봉주,남자
20194461,파이프라인,감독,20111250,유하,남자
20194461,파이프라인,시나리오(각본),20111250,유하,남자
20136888,강남 1970,감독,20111250,유하,남자
20136888,강남 1970,시나리오(각본),20111250,유하,남자
20159185,강남1970(무삭제판),감독,20111250,유하,남자
20110249,하울링,감독,20111250,유하,남자
20110249,하울링,시나리오(각본),20111250,유하,남자
20081716,쌍화점,감독,20111250,유하,남자
20081716,쌍화점,시나리오(각본),20111250,유하,남자
20060137,비열한 거리,감독,20111250,유하,남자
20060137,비열한 거리,시나리오(각본),20111250,유하,남자
20030433,말죽거리 잔혹사,감독,20111250,유하,남자
20030433,말죽거리 잔혹사,시나리오(각본),20111250,유하,남자
20020122,"결혼은, 미친짓이다",감독,20111250,유하,남자
20020122,"결혼은, 미친짓이다",시나리오(각본),20111250,유하,남자
19930040,바람부는 날이면 압구정동에 가야 한다,감독,20111250,유하,남자
20150964,조작된 도시,각색,20070071,이상현,남자
20142621,시간이탈자,각색,20070071,이상현,남자
20140703,장수상회,시나리오(각본),20070071,이상현,남자
20124348,돈 크라이 마미,시나리오(각본),20070071,이상현,남자
20143572,뷰티 인사이드,시나리오(각본),10004533,김선정,여자
20100034,채식주의자,각색,10004533,김선정,여자
20090307,국가대표,각색,10004533,김선정,여자
20060387,미녀는 괴로워,각색,10004533,김선정,여자
20060316,사랑 따윈 필요 없어,각색,10004533,김선정,여자
20172381,"다시, 벚꽃",시나리오(각본),20139881,노경희,여자
20143572,뷰티 인사이드,시나리오(각본),20139881,노경희,여자
20090582,북극의 눈물,시나리오(각본),20139881,노경희,여자
20143572,뷰티 인사이드,시나리오(각본),20134490,박정예,여자
20119628,마마,시나리오(각본),20134490,박정예,여자
20060403,언니가 간다,시나리오(각본),20134490,박정예,여자
20174142,아이 캔 스피크,감독,10006261,김현석,남자
20174142,아이 캔 스피크,각색,10006261,김현석,남자
20148188,쎄시봉,감독,10006261,김현석,남자
20148188,쎄시봉,시나리오(각본),10006261,김현석,남자
20124402,열한시,감독,10006261,김현석,남자
20124402,열한시,각색,10006261,김현석,남자
20130482,잉투기,프로듀서,10006261,김현석,남자
20100834,시라노; 연애조작단,감독,10006261,김현석,남자
20100834,시라노; 연애조작단,시나리오(각본),10006261,김현석,남자
20070504,스카우트,감독,10006261,김현석,남자
20070504,스카우트,제작,10006261,김현석,남자
20070504,스카우트,시나리오(각본),10006261,김현석,남자
20050292,광식이 동생 광태,감독,10006261,김현석,남자
20050292,광식이 동생 광태,시나리오(각본),10006261,김현석,남자
20020049,YMCA야구단,감독,10006261,김현석,남자
20020049,YMCA야구단,시나리오(각본),10006261,김현석,남자
20000044,공동경비구역 JSA,시나리오(각본),10006261,김현석,남자
20000021,섬,연출팀,10006261,김현석,남자
19980009,해가 서쪽에서 뜬다면,연출팀,10006261,김현석,남자
19980009,해가 서쪽에서 뜬다면,시나리오(각본),10006261,김현석,남자
19950036,사랑하기 좋은 날,시나리오(각본),10006261,김현석,남자
20142407,오늘의 연애,감독,10029363,박진표,남자
20142407,오늘의 연애,제작,10029363,박진표,남자
20142407,오늘의 연애,시나리오(각본),10029363,박진표,남자
20129606,공범,제작,10029363,박진표,남자
20129606,공범,기획,10029363,박진표,남자
20090329,내 사랑 내 곁에,감독,10029363,박진표,남자
20090329,내 사랑 내 곁에,시나리오(각본),10029363,박진표,남자
20070015,그놈 목소리,감독,10029363,박진표,남자
20070015,그놈 목소리,시나리오(각본),10029363,박진표,남자
20050239,너는 내 운명,감독,10029363,박진표,남자
20050239,너는 내 운명,시나리오(각본),10029363,박진표,남자
20020215,죽어도 좋아,감독,10029363,박진표,남자
20020215,죽어도 좋아,기획,10029363,박진표,남자
20120668,신비한 영어나라,감독,10029363,박진표,남자
20120668,신비한 영어나라,시나리오(각본),10029363,박진표,남자
20040609,여섯 개의 시선,감독,10029363,박진표,남자
20040609,여섯 개의 시선,시나리오(각본),10029363,박진표,남자
20198482,드림(가제),감독,20125862,이병헌,남자
20182530,극한직업,감독,20125862,이병헌,남자
20177005,레슬러,각색,20125862,이병헌,남자
20153447,바람 바람 바람,감독,20125862,이병헌,남자
20153447,바람 바람 바람,각색,20125862,이병헌,남자
20148845,스물,감독,20125862,이병헌,남자
20148845,스물,시나리오(각본),20125862,이병헌,남자
20142407,오늘의 연애,시나리오(각본),20125862,이병헌,남자
20134804,타짜-신의 손,각색,20125862,이병헌,남자
20122123,"힘내세요, 병헌씨",감독,20125862,이병헌,남자
20122123,"힘내세요, 병헌씨",배우,20125862,이병헌,남자
20122123,"힘내세요, 병헌씨",시나리오(각본),20125862,이병헌,남자
20122123,"힘내세요, 병헌씨",제작,20125862,이병헌,남자
20113636,네버엔딩 스토리,시나리오(각본),20125862,이병헌,남자
20110193,써니,스크립터,20125862,이병헌,남자
20110193,써니,각색,20125862,이병헌,남자
20081672,과속스캔들,각색,20125862,이병헌,남자
20128616,냄새는 난다,감독,20125862,이병헌,남자
20180868,뺑반,감독,20183664,한준희,남자
20180868,뺑반,시나리오(각본),20183664,한준희,남자
20149266,차이나타운,감독,20183664,한준희,남자
20149266,차이나타운,시나리오(각본),20183664,한준희,남자
20134407,사이코메트리,시나리오(각본),20183664,한준희,남자
20139622,시나리오 가이드,감독,20183664,한준희,남자
20139622,시나리오 가이드,시나리오(각본),20183664,한준희,남자
20152371,"당신, 거기 있어줄래요",윤색,20192846,이윤성,남자
20142402,간신,시나리오(각본),20192846,이윤성,남자
20172469,허스토리,감독,10027774,민규동,남자
20172469,허스토리,시나리오(각본),10027774,민규동,남자
20172469,허스토리,시나리오(각본),10027774,민규동,남자
20152371,"당신, 거기 있어줄래요",제작,10027774,민규동,남자
20142402,간신,감독,10027774,민규동,남자
20142402,간신,시나리오(각본),10027774,민규동,남자
20113554,내 아내의 모든 것,감독,10027774,민규동,남자
20113554,내 아내의 모든 것,시나리오(각본),10027774,민규동,남자
20119627,세상에서 가장 아름다운 이별,감독,10027774,민규동,남자
20119627,세상에서 가장 아름다운 이별,시나리오(각본),10027774,민규동,남자
20101200,김종욱 찾기,제작,10027774,민규동,남자
20119971,끝과 시작,감독,10027774,민규동,남자
20119971,끝과 시작,시나리오(각본),10027774,민규동,남자
20090022,키친,제작,10027774,민규동,남자
20080637,서양 골동 양과자점 앤티크,감독,10027774,민규동,남자
20080637,서양 골동 양과자점 앤티크,시나리오(각본),10027774,민규동,남자
20080637,서양 골동 양과자점 앤티크,작사/작곡/편곡,10027774,민규동,남자
20070114,열세살 수아,기획,10027774,민규동,남자
20050232,내 생애 가장 아름다운 일주일,감독,10027774,민규동,남자
20050232,내 생애 가장 아름다운 일주일,시나리오(각본),10027774,민규동,남자
20030441,이공,감독,10027774,민규동,남자
19990056,여고괴담 두번째 이야기,감독,10027774,민규동,남자
19990056,여고괴담 두번째 이야기,시나리오(각본),10027774,민규동,남자
20038413,비밀과 거짓말 ,감독,10027774,민규동,남자
20127734,창백한푸른점 ,감독,10027774,민규동,남자
20149068,열일곱,감독,10027774,민규동,남자
19968603,허스토리,감독,10027774,민규동,남자
19968603,허스토리,시나리오(각본),10027774,민규동,남자
20158242,무서운 이야기 3 : 화성에서 온 소녀,감독,10027774,민규동,남자
20158242,무서운 이야기 3 : 화성에서 온 소녀,시나리오(각본),10027774,민규동,남자
20165078,제15회 미쟝센 단편영화제 김태용 단편 특별전 1,감독,10027774,민규동,남자
20136058,무서운 이야기 2,감독,10027774,민규동,남자
20124349,무서운 이야기,감독,10027774,민규동,남자
20124349,무서운 이야기,시나리오(각본),10027774,민규동,남자
20134245,무서운 이야기2'444',감독,10027774,민규동,남자
20134245,무서운 이야기2'444',시나리오(각본),10027774,민규동,남자
20198281,낙원의 밤,감독,10029578,박훈정,남자
20185341,마녀,감독,10029578,박훈정,남자
20185341,마녀,시나리오(각본),10029578,박훈정,남자
20185341,마녀,제작,10029578,박훈정,남자
20164174,브이아이피,감독,10029578,박훈정,남자
20164174,브이아이피,시나리오(각본),10029578,박훈정,남자
20164174,브이아이피,제작,10029578,박훈정,남자
20145171,대호,감독,10029578,박훈정,남자
20145171,대호,시나리오(각본),10029578,박훈정,남자
20124401,신세계,감독,10029578,박훈정,남자
20124401,신세계,시나리오(각본),10029578,박훈정,남자
20101003,혈투,감독,10029578,박훈정,남자
20101003,혈투,시나리오(각본),10029578,박훈정,남자
20100213,부당거래,시나리오(각본),10029578,박훈정,남자
20100301,악마를 보았다,시나리오(각본),10029578,박훈정,남자
20151441,대호,감독,10029578,박훈정,남자
20157465,그놈이다,감독,10054518,윤준형,남자
20157465,그놈이다,시나리오(각본),10054518,윤준형,남자
20100131,베스트셀러,제작팀,10054518,윤준형,남자
20060403,언니가 간다,기획진행,10054518,윤준형,남자
20050261,야수와 미녀,기획진행,10054518,윤준형,남자
20050049,주먹이 운다(Crying Fist),기획진행,10054518,윤준형,남자
20050153,목두기 비디오,감독,10054518,윤준형,남자
20050153,목두기 비디오,온라인마케팅,10054518,윤준형,남자
20050153,목두기 비디오,제작,10054518,윤준형,남자
20050153,목두기 비디오,시나리오(각본),10054518,윤준형,남자
20113833,릴레이,프로듀서,10054518,윤준형,남자
20157465,그놈이다,시나리오(각본),10004932,김영갑,남자
20060280,잔혹한 출근,연출팀,10004932,김영갑,남자
20050153,목두기 비디오,조감독,10004932,김영갑,남자
20050153,목두기 비디오,시나리오(각본),10004932,김영갑,남자
20178707,기억의 재구성,감독,10004932,김영갑,남자
20178707,기억의 재구성,시나리오(각본),10004932,김영갑,남자
20167835,지구나 지켜라,감독,10004932,김영갑,남자
20167835,지구나 지켜라,시나리오(각본),10004932,김영갑,남자
20186865,클럽몽,감독,10004932,김영갑,남자
20186865,클럽몽,시나리오(각본),10004932,김영갑,남자
20113833,릴레이,각색,10004932,김영갑,남자
20113833,릴레이,연출팀,10004932,김영갑,남자
20121201,잠수왕 무하마드,연출팀,10004932,김영갑,남자
20142855,성난 변호사,시나리오(각본),10054820,이공주,여자
20124057,용의자X,시나리오(각본),10054820,이공주,여자
20100326,고死 두 번째 이야기: 교생실습,시나리오(각본),10054820,이공주,여자
20060272,구미호 가족,연출팀,10054820,이공주,여자
20142855,성난 변호사,시나리오(각본),20111696,최관영,남자
20130442,끝까지 간다,각색,20111696,최관영,남자
20110312,미확인 동영상 : 절대클릭금지,시나리오(각본),20111696,최관영,남자
20100281,김복남 살인사건의 전말,시나리오(각본),20111696,최관영,남자
20100281,김복남 살인사건의 전말,기획,20111696,최관영,남자
20090904,의형제,각색,20111696,최관영,남자
20188750,나쁜 녀석들: 더 무비,감독,20188569,손용호,남자
20148461,살인의뢰,감독,20188569,손용호,남자
20148461,살인의뢰,시나리오(각본),20188569,손용호,남자
20060316,사랑 따윈 필요 없어,촬영,20188569,손용호,남자
20191783,열두 번째 용의자,제작,10043582,안영진,남자
20178941,시인의 사랑,제작,10043582,안영진,남자
20168161,1급기밀,제작관리,10043582,안영진,남자
20151230,원라인,제작관리,10043582,안영진,남자
20148461,살인의뢰,제작,10043582,안영진,남자
20148461,살인의뢰,시나리오(각본),10043582,안영진,남자
20148461,살인의뢰,기획,10043582,안영진,남자
20122784,몽타주,제작,10043582,안영진,남자
20126011,깔깔깔 희망버스,프로듀서,10043582,안영진,남자
20113643,파파,기획진행,10043582,안영진,남자
20113381,오싹한 연애,프로듀서,10043582,안영진,남자
20127326,에일리언 밴드,프로듀서,10043582,안영진,남자
20050344,여교수의 은밀한 매력,프로듀서,10043582,안영진,남자
20040738,"DMZ, 비무장지대",라인프로듀서,10043582,안영진,남자
20040614,인형사,라인프로듀서,10043582,안영진,남자
20030107,거울속으로,제작팀,10043582,안영진,남자
20145504,특종: 량첸살인기,감독,10015745,노덕,여자
20145504,특종: 량첸살인기,시나리오(각본),10015745,노덕,여자
20128690,연애의 온도,감독,10015745,노덕,여자
20128690,연애의 온도,시나리오(각본),10015745,노덕,여자
20030033,지구를 지켜라,스크립터,10015745,노덕,여자
20060474,"마스크 속, 은밀한 자부심",감독,10015745,노덕,여자
20194501,내일의 기억(가제),감독,10035522,서유민,여자
20150979,덕혜옹주,시나리오(각본),10035522,서유민,여자
20157501,극적인 하룻밤,각색,10035522,서유민,여자
20156748,열정같은소리하고있네,시나리오(각본),10035522,서유민,여자
20070433,행복,시나리오(각본),10035522,서유민,여자
20050220,외출,시나리오(각본),10035522,서유민,여자
20050220,외출,조감독,10035522,서유민,여자
20060483,언덕 밑 세상,감독,10035522,서유민,여자
20060483,언덕 밑 세상,시나리오(각본),10035522,서유민,여자
20060483,언덕 밑 세상,프로듀서,10035522,서유민,여자
20126940,공자가라사대,감독,10035522,서유민,여자
20126940,공자가라사대,시나리오(각본),10035522,서유민,여자
20011486,지나가는 비,감독,10035522,서유민,여자
20126937,A Sight Of The Art,감독,10035522,서유민,여자
20123336,아빠 뭐해,감독,10035522,서유민,여자
20123471,노이로제 가족,감독,10035522,서유민,여자
20156748,열정같은소리하고있네,감독,10061628,정기훈,남자
20156748,열정같은소리하고있네,시나리오(각본),10061628,정기훈,남자
20124399,반창꼬,감독,10061628,정기훈,남자
20124399,반창꼬,시나리오(각본),10061628,정기훈,남자
20090484,애자,감독,10061628,정기훈,남자
20090484,애자,시나리오(각본),10061628,정기훈,남자
20081058,고死 : 피의 중간고사,윤색,10061628,정기훈,남자
20030061,와일드 카드,조감독,10061628,정기훈,남자
20172244,치즈인더트랩,감독,10005652,김제영,남자
20172244,치즈인더트랩,시나리오(각본),10005652,김제영,남자
20152782,"날, 보러와요",각색,10005652,김제영,남자
20143513,미쓰 와이프,시나리오(각본),10005652,김제영,남자
20123384,밤의 여왕,감독,10005652,김제영,남자
20123384,밤의 여왕,시나리오(각본),10005652,김제영,남자
20113671,원더풀 라디오,시나리오(각본),10005652,김제영,남자
20070203,방울토마토,제작팀,10005652,김제영,남자
20060225,예의없는 것들,조명팀,10005652,김제영,남자
20110664,동행,감독,10005652,김제영,남자
20110664,동행,시나리오(각본),10005652,김제영,남자
20192206,백두산,배우,10087253,하정우,남자
20170658,PMC: 더 벙커,배우,10087253,하정우,남자
20170658,PMC: 더 벙커,제작,10087253,하정우,남자
20182447,클로젯,배우,10087253,하정우,남자
20186202,신과함께-인과 연,배우,10087253,하정우,남자
20170590,1987,배우,10087253,하정우,남자
